Manifesto;Filial;Data;Veículo;Destino;Serviços;NFs;Kg Real;Kg Taxado;M3;Vale frete;Valor NF;Valor Fretes;Valor Final;% Aprov. Veículo;Km saída;Km chegada;Km final;Classificação;Observações operacionais;Status;Usuário
77068;LSP REIS MATRIZ SJC;02/09/2025;OKZ0385;Cruzeiro;1;5;1565;1565;0;1185;17291;1013;1688;44;478316;478673;357;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77069;LSP REIS MATRIZ SJC;02/09/2025;QCC3H88;São José dos Campos;1;12;2401;2401;0;1076;21260;811;1353;120;103393;103556;163;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77070;LSP REIS MATRIZ SJC;02/09/2025;DVT8G76;São José dos Campos;1;12;2544;2544;0;826;23477;811;1353;133;552254;552340;86;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77071;LSP REIS MATRIZ SJC;02/09/2025;ELQ7E29;São José dos Campos;1;9;2569;2569;0;848;27010;811;1353;73;563386;563518;132;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77072;LSP REIS MATRIZ SJC;02/09/2025;OPN8A95;São José dos Campos;1;13;2609;2609;0;888;28664;811;1353;74;377592;377661;69;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77073;LSP REIS MATRIZ SJC;02/09/2025;QCC3I28;Taubaté;1;11;2612;2612;0;1174;27684;811;1353;74;232412;232624;212;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77074;LSP REIS MATRIZ SJC;02/09/2025;CVN9I54;Piquete;1;11;3276;3276;0;0;35855;1110;1850;81;891927;892238;311;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77075;LSP REIS MATRIZ SJC;02/09/2025;EKH9C80;Aparecida;1;10;3399;3399;0;1071;31212;961;1601;84;318908;319138;230;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77076;LSP REIS MATRIZ SJC;02/09/2025;HJF7035;Pindamonhangaba;1;11;2871;2871;0;1013;27399;876;1461;82;469556;469798;242;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77077;LSP REIS MATRIZ SJC;02/09/2025;FUQ0G36;Jacareí;1;13;4078;4078;0;0;39302;889;1483;101;674618;674758;140;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77078;LSP REIS MATRIZ SJC;02/09/2025;EJW3H83;Mogi das Cruzes;1;8;2177;2177;0;658;23267;583;973;108;490889;491038;149;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77079;LSP REIS MATRIZ SJC;02/09/2025;CVN9851;Mogi das Cruzes;1;16;3516;3516;0;0;41139;811;1353;100;657758;657896;138;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77080;LSP REIS MATRIZ SJC;02/09/2025;DAH0E39;Mogi das Cruzes;1;12;2367;2367;0;765;23725;583;973;118;636574;636778;204;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77081;LSP REIS MATRIZ SJC;02/09/2025;AMX0E01;São José dos Campos;4;4;6935;6935;0;1020;65016;1014;1690;99;643963;644031;68;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77082;LSP REIS MATRIZ SJC;02/09/2025;FAT1H80;Itaquaquecetuba;1;12;3412;3412;0;0;32454;811;1353;85;593034;593164;130;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77083;LSP REIS MATRIZ SJC;02/09/2025;FBV3H43;Aparecida;1;6;3933;3933;0;0;42073;1037;1729;78;596722;597009;287;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77084;LSP REIS MATRIZ SJC;02/09/2025;DXY5B21;São Paulo;4;4;0;0;0;678;10876;947;947;0;440680;440879;199;GOLD PAO;CARGA: 10165386 NFS 34746 34756 34758 34791;Finalizado;Henrique Praxedes
77085;LSP REIS MATRIZ SJC;02/09/2025;ERC4I24;Caçapava;1;5;6356;6356;0;0;58933;1014;1690;115;702215;702325;110;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77086;LSP REIS MATRIZ SJC;02/09/2025;PDZ1F90;Suzano;1;12;3167;3167;0;1112;30742;811;1353;79;434065;434246;181;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77087;LSP REIS MATRIZ SJC;02/09/2025;EAY0J27;Caçapava;3;3;2207;2207;0;663;19364;583;973;88;779285;779416;131;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77088;LSP REIS MATRIZ SJC;02/09/2025;ERN0D21;Itaquaquecetuba;1;7;2586;2586;0;845;26782;811;1353;103;287704;287834;130;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77089;LSP REIS MATRIZ SJC;02/09/2025;FOC9C54;Poá;1;12;2045;2045;0;698;17241;811;1353;93;127182;127338;156;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77090;LSP REIS MATRIZ SJC;02/09/2025;ETU8G60;Mogi das Cruzes;2;2;1375;1375;0;1160;10476;811;1353;42;234676;234881;205;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77091;LSP REIS MATRIZ SJC;02/09/2025;FOD9H62;Pindamonhangaba;3;3;4227;4227;0;0;30565;811;1353;105;663754;663970;216;Adoro Vista Foods;;Finalizado;Matheus Antonioli
77092;LSP REIS MATRIZ SJC;02/09/2025;GAN5E34;Lorena;1;6;3299;3299;0;1125;29472;1013;1688;94;242107;242424;317;Adoro Vista Foods;;Finalizado;Matheus Antonioli
77093;LSP REIS MATRIZ SJC;02/09/2025;FNF2E32;Taubaté;1;6;1628;1628;0;0;14018;583;973;65;622794;622970;176;Adoro Vista Foods;;Finalizado;Matheus Antonioli
77094;LSP REIS MATRIZ SJC;02/09/2025;CVN8J48;Caraguatatuba;4;4;1958;1958;0;1290;11660;876;1461;55;754213;754483;270;Adoro Vista Foods;;Finalizado;Matheus Antonioli
77095;LSP REIS MATRIZ SJC;02/09/2025;MFI7C33;Natividade da Serra;4;4;2742;2742;0;0;15232;1013;1688;49;629066;629331;265;Adoro Vista Foods;;Finalizado;Matheus Antonioli
77096;LSP REIS MATRIZ SJC;02/09/2025;DRL2D56;;1;0;1;1;0;672;800;0;800;0;705565;705759;194;FRZ Log;;Em trânsito;Juliana Curi Ferreira
77097;FRZ LOGISTICA;02/09/2025;DBL6F53;;1;0;0;0;0;0;2900;0;2900;0;916945;917380;435;Transferência;;Em trânsito;Victor Leonardo
77098;LSP REIS MATRIZ SJC;03/09/2025;DKI9I63;Aparecida;1;12;1561;1561;0;708;17837;1419;1419;97;571307;571569;262;FRZ Log;;Finalizado;Henrique Praxedes
77099;LSP REIS MATRIZ SJC;03/09/2025;GAN5E34;Aparecida, Potim;6;13;2509;2509;0;935;56363;1796;1796;71;242425;242615;190;FRZ Log;;Finalizado;Henrique Praxedes
77100;LSP REIS MATRIZ SJC;03/09/2025;FOF2B00;Bragança Paulista;1;7;557;557;0;517;8629;506;506;85;318186;318516;330;FRZ Log;;Finalizado;Henrique Praxedes
77101;LSP REIS MATRIZ SJC;03/09/2025;FLF1I90;Roseira, Caçapava, Jacareí;4;7;1498;1498;0;603;21684;1238;1238;93;165808;165975;167;FRZ Log;;Finalizado;Henrique Praxedes
77102;LSP REIS MATRIZ SJC;03/09/2025;CVN8J48;Cruzeiro, Lorena, Canas, Queluz;6;10;3801;3801;0;1430;34588;3366;3366;108;754484;754824;340;FRZ Log;;Finalizado;Henrique Praxedes
77103;LSP REIS MATRIZ SJC;03/09/2025;EFU4B04;Caraguatatuba;1;8;1691;1691;0;703;19871;1537;1537;105;774399;774657;258;FRZ Log;;Finalizado;Henrique Praxedes
77104;LSP REIS MATRIZ SJC;03/09/2025;EFV6J80;Caraguatatuba;2;16;1462;1462;0;699;14460;1323;1323;91;371698;371952;254;FRZ Log;;Finalizado;Henrique Praxedes
77105;LSP REIS MATRIZ SJC;03/09/2025;LPZ9A14;Guaratinguetá;2;4;1683;1683;0;758;18916;1525;1525;112;578813;579012;199;FRZ Log;;Finalizado;Henrique Praxedes
77106;LSP REIS MATRIZ SJC;03/09/2025;KQV2B20;Guaratinguetá;3;18;1836;1836;0;724;25856;1569;1569;108;170720;170957;237;FRZ Log;;Finalizado;Henrique Praxedes
77107;LSP REIS MATRIZ SJC;03/09/2025;ETJ4G80;Francisco Morato, Guarulhos, Itaquaquecetuba;5;9;1061;1061;0;767;11659;916;916;70;327905;328221;316;FRZ Log;;Finalizado;Henrique Praxedes
77108;LSP REIS MATRIZ SJC;03/09/2025;FKC0F45;Cabreúva, Indaiatuba;2;5;651;651;0;579;9347;536;536;90;229267;229679;412;FRZ Log;;Finalizado;Henrique Praxedes
77109;LSP REIS MATRIZ SJC;03/09/2025;FSS2E39;Mogi das Cruzes, Guararema, Poá, Itaquaquecetuba;5;5;559;559;0;425;17010;353;353;86;614631;614838;207;FRZ Log;;Finalizado;Henrique Praxedes
77110;LSP REIS MATRIZ SJC;03/09/2025;QDA4J20;Jacareí;7;17;1069;1069;0;653;22296;816;816;66;137387;137565;178;FRZ Log;EMBARCADFO NF 389918 420205 660 254831 255280 255289;Finalizado;Henrique Praxedes
77111;LSP REIS MATRIZ SJC;03/09/2025;FUB1F65;Itanhaém, Peruíbe;3;3;2334;2334;0;1445;68723;1298;1298;58;593438;593888;450;FRZ Log;;Finalizado;Henrique Praxedes
77112;LSP REIS MATRIZ SJC;03/09/2025;GET1D33;Pindamonhangaba;4;16;1571;1571;0;616;25239;1337;1337;104;404751;404930;179;FRZ Log;;Finalizado;Henrique Praxedes
77113;LSP REIS MATRIZ SJC;03/09/2025;ERR0E11;Praia Grande, Santos;2;14;1630;1630;0;901;20398;1425;1425;108;523195;523633;438;FRZ Log;;Finalizado;Henrique Praxedes
77114;LSP REIS MATRIZ SJC;03/09/2025;EJW3G90;São José dos Campos;6;13;1523;1523;0;607;24658;1241;1241;101;672892;672983;91;FRZ Log;EMBARCADO NF 255251;Finalizado;Henrique Praxedes
77115;LSP REIS MATRIZ SJC;03/09/2025;NXZ0127;São José dos Campos;5;14;2115;2115;0;601;29112;1773;1773;105;417728;417815;87;FRZ Log;;Finalizado;Henrique Praxedes
77116;LSP REIS MATRIZ SJC;03/09/2025;FFG5F13;São José dos Campos;1;2;1571;1571;0;0;13451;1428;1428;62;433777;433811;34;FRZ Log;;Finalizado;Henrique Praxedes
77117;LSP REIS MATRIZ SJC;03/09/2025;ERJ4C92;São Paulo;7;13;1120;1120;0;758;23594;756;756;70;433515;433823;308;FRZ Log;EMBARCADO NF 45072;Finalizado;Henrique Praxedes
77118;LSP REIS MATRIZ SJC;03/09/2025;BYP9G76;São Vicente;2;9;4166;4166;0;0;26963;3787;3787;83;426049;426400;351;FRZ Log;;Finalizado;Henrique Praxedes
77119;LSP REIS MATRIZ SJC;03/09/2025;KQF0J09;Taubaté;2;11;2001;2001;0;634;28850;1745;1745;125;347175;347370;195;FRZ Log;;Finalizado;Henrique Praxedes
77120;LSP REIS MATRIZ SJC;03/09/2025;CVN9851;Taubaté;5;10;2017;2017;0;0;31533;1588;1588;57;657903;658064;161;FRZ Log;;Em trânsito;Henrique Praxedes
77121;LSP REIS MATRIZ SJC;03/09/2025;OOD5I38;Ubatuba;3;14;1904;1904;0;1023;24467;1631;1631;126;302720;303108;388;FRZ Log;;Finalizado;Henrique Praxedes
77122;LSP REIS MATRIZ SJC;03/09/2025;PDZ1F90;Taboão da Serra;1;1;2914;2914;0;1422;67436;1324;1324;72;434252;434588;336;FRZ Log;;Finalizado;Henrique Praxedes
77123;LSP REIS MATRIZ SJC;03/09/2025;CVN9I54;Sorocaba;4;4;3496;3496;0;0;92800;1589;1589;87;892249;892706;457;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77124;LSP REIS MATRIZ SJC;03/09/2025;ASN5A61;São Paulo;3;4;1466;1466;0;632;41810;666;666;97;575295;575488;193;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77125;LSP REIS MATRIZ SJC;03/09/2025;ENM6J23;São Paulo;5;5;1392;1392;0;763;39156;644;644;87;760411;760723;312;FRZ Log;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77126;LSP REIS MATRIZ SJC;03/09/2025;DXY5B21;Monteiro Lobato, São José dos Campos;7;7;1436;1436;0;669;45238;962;962;95;440890;441081;191;Friboi;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77127;LSP REIS MATRIZ SJC;03/09/2025;ETU9H27;São José dos Campos;16;16;2122;2122;0;898;45684;1422;1422;53;490176;490250;74;Friboi;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77128;LSP REIS MATRIZ SJC;03/09/2025;GEH3I45;São José dos Campos;19;19;1396;1396;0;574;34298;935;935;87;344593;344672;79;Friboi;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77129;LSP REIS MATRIZ SJC;03/09/2025;ETU8G66;São José dos Campos, Jacareí;18;18;2676;2676;0;902;85908;1792;1792;66;541383;541459;76;Friboi;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77130;LSP REIS MATRIZ SJC;03/09/2025;SVY3I37;Jacareí;20;20;1455;1455;0;488;37254;974;974;97;33038;33100;62;Friboi;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77131;LSP REIS MATRIZ SJC;03/09/2025;STK5F00;Guararema, Jacareí;16;16;1097;1097;0;614;32433;735;735;73;69168;69345;177;Friboi;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77132;LSP REIS MATRIZ SJC;03/09/2025;SVU6A45;Igaratá, Santa Isabel, Guararema, Mogi das Cruzes;20;20;1468;1468;0;690;37467;983;983;97;43528;43774;246;Friboi;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77133;LSP REIS MATRIZ SJC;03/09/2025;FTG2J18;Arujá, Mogi das Cruzes;17;17;1932;1932;0;902;49842;1294;1294;386;222368;222536;168;Friboi;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77134;LSP REIS MATRIZ SJC;03/09/2025;ELW5C30;Mogi das Cruzes;22;22;1615;1615;0;692;45973;1082;1082;100;652960;653137;177;Friboi;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77135;LSP REIS MATRIZ SJC;03/09/2025;FVC8855;Mogi das Cruzes;19;19;1631;1631;0;706;54351;1092;1092;101;650494;650683;189;Friboi;;Finalizado;Gustavo Henrique Vitoriano dos Santos
77136;LSP REIS MATRIZ SJC;03/09/2025;PII2G05;Ilhabela, Bertioga, São Sebastião;18;21;1210;1210;0;857;36880;770;770;80;128890;129288;398;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77137;LSP REIS MATRIZ SJC;03/09/2025;AXY1E60;Guaratinguetá, Cunha, Lagoinha;10;11;1468;1468;0;971;43479;934;934;97;274500;274943;443;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77138;LSP REIS MATRIZ SJC;03/09/2025;PPJ1D69;Caraguatatuba, Ubatuba;13;13;1217;1217;0;768;57717;774;774;81;341847;342164;317;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77139;LSP REIS MATRIZ SJC;03/09/2025;FAT1H80;Guaratinguetá, Cachoeira Paulista, Piquete, Lorena;20;21;3461;3461;0;0;95614;2202;2202;86;593178;593529;351;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77140;LSP REIS MATRIZ SJC;03/09/2025;FRL8D45;Campos do Jordão, São Bento do Sapucaí, Santo Antônio do Pinhal;24;27;2974;2974;0;0;99268;1893;1893;84;417422;417718;296;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77141;LSP REIS MATRIZ SJC;03/09/2025;FFG5F13;Aparecida, Potim;21;23;2636;2636;0;0;63148;1677;1677;105;711233;711447;214;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77142;LSP REIS MATRIZ SJC;02/09/2025;BYP9G76;São José dos Campos;2;32;4524;4524;0;0;124133;873;873;90;425843;426049;206;Transferência;;Finalizado;Walquiria dos Santos
77143;LSP REIS MATRIZ SJC;03/09/2025;FNF2E32;Pindamonhangaba, Taubaté, Caçapava;19;23;2101;2101;0;0;57038;1337;1337;84;623006;623208;202;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77144;LSP REIS MATRIZ SJC;03/09/2025;DRJ8010;Guarulhos, Ferraz de Vasconcelos, Arujá, Poá, Itaquaquecetuba, Suzano;20;20;1910;1910;0;828;51173;1215;1215;86;541137;541356;219;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77145;LSP REIS MATRIZ SJC;03/09/2025;ECT3A35;Mogi das Cruzes, Suzano, Biritiba Mirim;16;19;1538;1538;0;642;55610;979;979;102;156120;156322;202;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77146;LSP REIS MATRIZ SJC;03/09/2025;TBQ6G46;Guarulhos;9;12;1593;1593;0;0;47507;1015;1015;79;7302;7496;194;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77147;LSP REIS MATRIZ SJC;03/09/2025;FTZ8I87;São José dos Campos, Caçapava, Jacareí, Paraibuna;21;25;1842;1842;0;742;54557;1172;1172;122;438531;438824;293;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77148;LSP REIS MATRIZ SJC;03/09/2025;FMG6F73;Guarulhos;18;24;1561;1561;0;630;40652;993;993;97;285201;285392;191;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77149;LSP REIS MATRIZ SJC;03/09/2025;OXX2C15;Guarulhos;19;23;1473;1473;0;647;41031;937;937;98;88759;88966;207;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77150;LSP REIS MATRIZ SJC;03/09/2025;FOS3E76;Jacareí, Santa Isabel;23;36;1887;1887;0;592;49886;1200;1200;125;287812;287969;157;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77151;LSP REIS MATRIZ SJC;03/09/2025;FIG5H60;São José dos Campos, Jacareí, Salesópolis, Santa Branca;22;25;1971;1971;0;636;60031;1254;1254;78;347865;347977;112;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77152;LSP REIS MATRIZ SJC;03/09/2025;TBQ6G43;São José dos Campos;25;32;2087;2087;0;0;59282;1328;1328;104;7147;7287;140;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77153;LSP REIS MATRIZ SJC;03/09/2025;CFY1H32;São José dos Campos;24;25;1557;1557;0;521;46740;990;990;103;143748;143840;92;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77154;LSP REIS MATRIZ SJC;03/09/2025;FWU8C95;Itaquaquecetuba, Suzano;2;5;5777;5777;0;0;158372;3676;3676;115;381748;381904;156;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77155;LSP REIS MATRIZ SJC;03/09/2025;EFT3I02;Guarulhos;2;5;2799;2799;0;0;70410;1781;1781;80;400987;401145;158;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77156;LSP REIS MATRIZ SJC;03/09/2025;FUL0B23;Guarulhos;2;4;2430;2430;0;0;71332;1546;1546;97;622790;622930;140;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77157;LSP REIS MATRIZ SJC;03/09/2025;FFG4I73;São José dos Campos, Pindamonhangaba;2;6;3705;3705;0;0;97341;2358;2358;52;688219;688358;139;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77158;LSP REIS MATRIZ SJC;03/09/2025;FOD9H62;Suzano;1;2;2652;2652;0;0;88052;1688;1688;66;664011;664143;132;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77159;LSP REIS MATRIZ SJC;03/09/2025;FBV3H43;Guarulhos;1;2;3267;3267;0;0;99968;2079;2079;65;597023;597148;125;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77160;LSP REIS MATRIZ SJC;03/09/2025;FWG7E97;Ferraz de Vasconcelos;1;2;4634;4634;0;0;151423;2949;2949;92;433812;433984;172;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77161;LSP REIS MATRIZ SJC;03/09/2025;DBL6F53;Guaratinguetá;1;2;5383;5383;0;0;179569;3426;3426;44;917380;917577;197;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77162;LSP REIS MATRIZ SJC;03/09/2025;PXF6E01;Taubaté;1;2;6659;6659;0;0;218131;4237;4237;41;604634;604731;97;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77163;LSP REIS MATRIZ SJC;03/09/2025;ERC4I24;Jacareí;1;3;2747;2747;0;0;114210;1748;1748;49;702340;702374;34;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77164;LSP REIS MATRIZ SJC;03/09/2025;FSO4C01;Mogi das Cruzes;2;3;2686;2686;0;0;80413;1709;1709;76;390573;390695;122;Marfrig ( BRF );;Finalizado;Gustavo Henrique Vitoriano dos Santos
77165;LSP REIS MATRIZ SJC;03/09/2025;EUL0B36;Ubatuba;1;17;502;502;0;585;12622;209;721;77;391279;391699;420;MEGGS;;Finalizado;Matheus Antonioli
77166;LSP REIS MATRIZ SJC;03/09/2025;KOU1E44;Queluz;1;25;659;659;0;870;19923;377;1078;41;601650;602093;443;MEGGS;;Finalizado;Matheus Antonioli
77167;LSP REIS MATRIZ SJC;03/09/2025;EAL5I41;Jacareí;1;16;358;358;0;438;10341;170;528;55;416360;416585;225;MEGGS;;Finalizado;Matheus Antonioli
77168;LSP REIS MATRIZ SJC;03/09/2025;FBS9H88;São José dos Campos;1;17;342;342;0;414;7966;170;528;52;504880;505072;192;MEGGS;;Finalizado;Matheus Antonioli
77169;LSP REIS MATRIZ SJC;03/09/2025;DAH0E39;;1;0;0;0;0;515;879;0;879;0;636895;636920;25;Adoro Varzea Paulista;PERNOITE AMX0E01 ROT635 NF ALOCADA: 3717171;Em trânsito;Matheus Antonioli
77170;LSP REIS MATRIZ SJC;03/09/2025;EYE9683;São José dos Campos, Caçapava, Taubaté;12;15;1356;1356;0;624;54599;837;837;84;729077;729231;154;MINERVA;138,92 KM;Finalizado;Matheus Antonioli
77171;LSP REIS MATRIZ SJC;03/09/2025;CFY2A84;Guaratinguetá, Aparecida, Potim;25;27;1432;1432;0;797;53679;1058;1058;89;124366;124664;298;MINERVA;260,5 KM;Finalizado;Matheus Antonioli
77172;LSP REIS MATRIZ SJC;03/09/2025;RCE9D43;São José dos Campos;19;23;1438;1438;0;507;47397;742;742;89;180758;180856;98;MINERVA;86,64 KM;Finalizado;Matheus Antonioli
77173;LSP REIS MATRIZ SJC;03/09/2025;FNP4C71;São José dos Campos;24;26;1255;1255;0;506;43022;719;719;83;403590;403669;79;MINERVA;73,86 KM;Finalizado;Matheus Antonioli
77174;LSP REIS MATRIZ SJC;03/09/2025;EFV0782;Arujá, Itaquaquecetuba, Suzano, Mogi das Cruzes;25;32;1338;1338;0;604;46585;881;881;89;830671;830839;168;MINERVA;163,04 KM;Finalizado;Matheus Antonioli
77175;LSP REIS MATRIZ SJC;03/09/2025;FKT2B95;Itaquaquecetuba, Poá, Ferraz de Vasconcelos;23;25;1266;1266;0;634;46744;886;886;84;195417;195612;195;MINERVA;165,41 KM;Finalizado;Matheus Antonioli
77176;LSP REIS MATRIZ SJC;03/09/2025;DUO3J54;Jacareí, São José dos Campos;28;30;1397;1397;0;527;48378;732;732;87;154684;154782;98;MINERVA;81,02 KM;Finalizado;Matheus Antonioli
77177;LSP REIS MATRIZ SJC;03/09/2025;EMS6A59;Campos do Jordão;16;22;1219;1219;0;734;55317;1009;1009;81;452332;452618;286;MINERVA;233,17 KM;Finalizado;Matheus Antonioli
77178;LSP REIS MATRIZ SJC;03/09/2025;EBO8D53;Campos do Jordão, Santo Antônio do Pinhal, São Bento do Sapucaí;21;24;1235;1235;0;734;60848;1076;1076;77;416357;416643;286;MINERVA;270,01 KM;Finalizado;Matheus Antonioli
77179;LSP REIS MATRIZ SJC;03/09/2025;FLF2B50;São Sebastião, Caraguatatuba;23;37;1245;1245;0;813;48452;1208;1208;77;235547;235905;358;MINERVA;342,61 KM;Finalizado;Matheus Antonioli
77180;LSP REIS MATRIZ SJC;03/09/2025;IVA8F85;São Sebastião;14;17;953;953;0;750;31699;1180;1180;59;185438;185767;329;MINERVA;327,49 KM;Finalizado;Matheus Antonioli
77181;LSP REIS MATRIZ SJC;03/09/2025;FLF2A46;Ubatuba, Caraguatatuba;24;35;1288;1288;0;839;53007;1239;1239;85;154545;154926;381;MINERVA;359,69 KM;Finalizado;Matheus Antonioli
77182;LSP REIS MATRIZ SJC;03/09/2025;MIO9D74;Paraty, Ubatuba;13;16;1249;1249;0;1110;54522;1446;1446;78;655059;655618;559;MINERVA;473,51 KM;Finalizado;Matheus Antonioli
77183;LSP REIS MATRIZ SJC;03/09/2025;PXJ9I91;Mogi das Cruzes, Biritiba Mirim;22;25;1238;1238;0;596;44376;842;842;82;149893;150053;160;MINERVA;141,76 KM;Finalizado;Matheus Antonioli
77184;LSP REIS MATRIZ SJC;03/09/2025;MKR1F49;Mogi das Cruzes, Guararema;15;25;1396;1396;0;583;50583;803;803;87;397982;398131;149;MINERVA;119,79 KM;Finalizado;Matheus Antonioli
77185;LSP REIS MATRIZ SJC;03/09/2025;HFI7H71;Mogi das Cruzes, Suzano;16;17;1405;1405;0;660;52911;880;880;93;412162;412381;219;MINERVA;162,48 KM;Finalizado;Matheus Antonioli
77186;LSP REIS MATRIZ SJC;03/09/2025;QPS6A46;Santa Isabel, Igaratá, Guararema, Jacareí;17;24;1191;1191;0;578;40392;791;791;79;100159;100303;144;MINERVA;113,52 KM;Finalizado;Matheus Antonioli
77187;LSP REIS MATRIZ SJC;03/09/2025;QGB4G99;Santa Branca, Jacareí, Salesópolis;13;17;1556;1556;0;560;50789;761;761;97;137385;137513;128;MINERVA;97,02 KM;Finalizado;Matheus Antonioli
77188;LSP REIS MATRIZ SJC;03/09/2025;FKT2A75;Suzano, Poá;17;25;1142;1142;0;601;40959;890;890;71;247485;247650;165;MINERVA;167,85 KM;Finalizado;Matheus Antonioli
77189;LSP REIS MATRIZ SJC;03/09/2025;ETW2J69;Taubaté;20;25;1301;1301;0;576;40810;846;846;81;617790;617953;163;MINERVA;143,64 KM;Finalizado;Matheus Antonioli
77190;LSP REIS MATRIZ SJC;03/09/2025;CPI5G77;Taubaté, Lagoinha, Redenção da Serra, Natividade da Serra;14;19;1341;1341;0;751;48223;1163;1163;83;764298;764628;330;MINERVA;317,76 KM;Finalizado;Matheus Antonioli
77191;LSP REIS MATRIZ SJC;03/09/2025;FKT2D65;Pindamonhangaba, Tremembé;25;27;1291;1291;0;677;43641;969;969;86;240856;241090;234;MINERVA;211,13 KM;Finalizado;Matheus Antonioli
77192;LSP REIS MATRIZ SJC;03/09/2025;ENK8J39;São José dos Campos;25;26;1389;1389;0;502;48856;734;734;86;522513;522606;93;MINERVA;81,98 KM;Finalizado;Matheus Antonioli
77193;LSP REIS MATRIZ SJC;03/09/2025;CNE2F63;Pindamonhangaba;1;10;1643;1643;0;619;18015;876;1461;102;590758;590962;204;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77194;LSP REIS MATRIZ SJC;03/09/2025;EVX4989;Taubaté;1;5;2286;2286;0;704;23230;889;1483;152;622350;622510;160;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
77195;LSP REIS MATRIZ SJC;03/09/2025;GAE7H63;Pindamonhangaba;1;5;1917;1917;0;610;20341;811;1353;119;173723;173896;173;Adoro Varzea Paulista;;Finalizado;Matheus Antonioli
